paralog1	paralog2	VK1_para1	VK1_para2	V1-2_para1	V1-2_para2	S1.1_para1	S1.1_para2	S1.2_para1	S1.2_para2	T0.1_para1	T0.1_para2	T0.2_para1	T0.2_para2	T5.1_para1	T5.1_para2	T5.2_para1	T5.2_para2	T11.1_para1	T11.1_para2	T11.2_para1	T11.2_para2	T20.1_para1	T20.1_para2	T20.2_para1	T20.2_para2	T20.3_para1	T20.3_para2
PTETEGNP26609	PTETEGNP37336	2.9199	3.44469	4.84661	3.34125	19.9011	11.2967	22.7298	10.6824	14.6475	4.60846	14.0057	3.81648	9.16789	8.51741	4.41035	2.67518	10.0303	4.99419	4.33021	2.20723	3.92652	2.40937	5.45603	1.55777	6.36533	0.22907
PTETEGNP26612	PTETEGNP37338	8.96072	0.0582204	12.856	0.116231	5.0034	0.0970103	7.02412	0.0778773	6.31616	0.23785	9.10715	0.0318136	8.74926	0.236582	10.5829	0.27325	9.26712	0.123552	10.5876	0.0967954	6.86997	0.133478	9.13384	0.093817	13.7861	0.403417
PTETEGNP26613	PTETEGNP37339	4.57699	0	3.60286	0.153917	3.18113	0.387016	2.74458	0.263739	4.74765	0.671998	4.13431	1.07866	4.63594	1.11657	4.9338	0.910848	5.77612	0.31043	4.70547	0.152264	4.84678	0.302123	3.63857	0.54614	4.18415	0.875926
PTETEGNP26615	PTETEGNP37340	405.649	315.368	446.444	329.625	447.393	344.569	521.494	373.57	540.808	419.762	584.353	403.319	630.265	369.268	541.384	342.906	658.064	364.522	577.225	365.376	487.502	356.715	531.82	343.568	521.222	370.475
PTETEGNP26617	PTETEGNP37341	1.07842	0.330743	0.867639	0.853811	1.23459	0.877711	1.621	1.54655	4.0028	1.63094	4.41582	2.43758	3.96988	0.95453	7.82916	2.01005	9.5402	1.26803	12.1715	1.76116	7.87424	0.820723	10.1647	1.11534	14.5134	1.88002
PTETEGNP26619	PTETEGNP37344	1.66316	2.12977	1.18516	2.57201	2.32569	3.93326	2.52149	3.26734	2.21565	3.50975	2.31807	4.04456	2.28253	4.83078	4.28779	5.23562	3.78467	4.26753	5.36423	5.95381	6.48395	3.74333	8.8264	3.91022	6.48129	4.16524
PTETEGNP26620	PTETEGNP37345	0.157714	0.822461	0.177357	0.702499	0.802935	1.51694	0.859061	1.7152	0.876643	1.57398	0.845423	1.52048	0.737035	2.299	0.758286	2.01704	0.957271	1.81265	0.786158	1.96623	0.61529	1.37379	0.640698	2.00325	0.453399	1.28492
PTETEGNP26622	PTETEGNP37347	1.69316	0	2.38709	0	3.04131	0.116645	2.77695	0.0625298	3.69306	0.104336	3.36197	0.114964	4.71507	0	3.38513	0.0328662	4.60208	0.0374643	3.47945	0.115816	2.82117	0.0803923	1.99111	0.226615	3.34862	0.0347032
PTETEGNP26624	PTETEGNP37349	0.0109009	0.651704	0.0131308	0.881114	0.153314	1.58458	0.175199	1.69962	0.193913	2.22483	0.178872	2.17614	0.133687	2.18257	0.107885	2.90895	0.156681	2.55578	0.165658	2.1553	0.325197	2.59733	0.262262	3.04503	0.113458	3.02575
PTETEGNP26625	PTETEGNP37369	2.12455	0.998069	2.04422	0.818156	1.84954	0.841767	2.51708	0.823905	2.86634	1.43127	3.75429	1.33787	4.41986	1.93014	4.93409	1.73637	6.02714	2.37103	5.37312	1.90854	5.84103	2.39777	7.64212	1.87343	12.5325	3.67149
PTETEGNP26626	PTETEGNP37353	1.22367	11.1982	0.668299	6.96552	1.59356	9.05593	1.38387	8.63869	2.68959	11.9959	2.6988	12.2565	3.89103	11.0218	2.37657	8.55257	4.19362	10.0657	1.9727	5.96085	4.57547	9.00111	4.0066	8.08843	3.62638	8.79761
PTETEGNP26629	PTETEGNP37357	1.24224	2.42677	0.993406	1.45542	5.78552	9.07416	5.93312	8.25698	6.97431	8.93739	6.33705	9.2373	8.99769	10.0297	7.73324	10.6031	6.76111	5.93655	5.745	6.07477	3.85759	4.41222	3.9988	3.71077	5.20229	6.05045
PTETEGNP26630	PTETEGNP37358	2.14456	1.90723	2.4496	0	4.57461	0	4.70859	0	4.75978	0	6.03871	0	3.00864	0	5.93914	3.55048e-06	0.841819	0	0.755517	0.233083	1.22455	0	1.14364	2.85498e-09	1.89774	1.61763
PTETEGNP26632	PTETEGNP37359	2.53903	7.84187	1.97372	5.15078	1.70655	7.24425	1.75926	7.15446	3.17936	8.45084	3.11102	8.13871	3.62684	11.8503	3.54061	9.96138	3.28632	11.5005	3.04158	8.11944	2.65503	17.9691	2.20876	17.3608	3.12916	8.6476
PTETEGNP26633	PTETEGNP37360	5.07297	1.72649	4.1487	1.52226	3.87731	3.20906	5.20033	3.58411	3.76306	3.16044	4.84697	3.60304	3.59909	2.63529	4.46733	3.19488	3.27871	1.86092	4.50715	2.19166	7.05241	3.55981	8.15941	3.54566	4.95799	3.51636
PTETEGNP26635	PTETEGNP37361	7.20653	5.35998	11.257	6.58846	12.607	9.48819	16.8771	10.9054	19.7057	16.9792	21.4901	11.9741	29.9664	19.9068	19.1372	17.0411	30.3635	16.9316	15.8746	11.6395	14.1783	11.7526	19.716	13.3415	19.2199	10.8229
PTETEGNP26637	PTETEGNP37362	9.44579	9.44292	8.13837	6.39422	7.31504	5.9581	6.23985	4.79114	6.16787	8.26274	5.5846	5.05734	6.03415	13.8719	5.83243	7.75097	7.54794	19.3699	5.06895	7.11002	8.07655	9.28025	6.67462	6.87901	4.91462	6.36344
PTETEGNP26638	PTETEGNP37365	3.58978	1.82406	2.56533	1.64467	4.30821	3.18431	4.59674	3.00207	4.00463	3.03521	3.62529	2.31089	4.81127	2.92414	5.35227	3.82646	4.19926	1.82765	4.38049	1.90951	4.16394	2.23268	3.54802	1.90245	4.33559	2.90505
PTETEGNP26642	PTETEGNP37368	0.0644881	1.74118	0.225096	2.17593	0.377272	2.075	0.0856413	2.14103	0.654166	2.83472	0.735589	2.6271	0.10887	2.1774	0.532743	2.30856	0.201687	1.10928	0.446198	1.71043	0.294291	2.20718	0	1.38206	0	0.948362
PTETEGNP26643	PTETEGNP37371	0.301172	4.94856	0.190315	4.47537	54.6406	4.759	37.5281	4.46391	42.3486	3.08389	24.8776	2.39337	12.066	3.46811	8.22745	2.72357	8.13523	3.07858	4.3367	3.21787	2.94477	2.86905	1.86099	1.67997	3.27341	1.91448
PTETEGNP26644	PTETEGNP37373	13.5744	15.5786	10.9423	13.5547	20.907	10.1659	20.3715	9.17238	23.4245	12.4284	22.3967	10.1394	38.3497	16.1586	25.4332	11.8871	34.9304	12.1284	21.1876	10.5213	20.1157	10.9193	21.3148	9.22064	20.5442	9.48329
PTETEGNP26646	PTETEGNP37374	1.19516	3.09901	1.47945	3.52436	2.70865	4.76122	2.1507	6.13761	2.52568	6.5842	1.7562	5.17786	3.04777	10.2473	1.91983	13.7923	1.67384	9.71953	4.69855	17.873	3.59309	10.7121	3.81997	7.25035	4.71252	15.1073
PTETEGNP26648	PTETEGNP37376	0.9768	4.44101	0.732223	3.66882	1.32681	5.3966	1.72708	4.11569	1.63169	3.82935	1.40142	3.25844	2.12933	6.81137	2.23707	5.26086	2.00044	7.62487	2.09543	7.24614	2.17993	11.987	1.96541	8.84453	1.99489	9.41971
PTETEGNP26650	PTETEGNP37377	101.703	64.6467	140.675	85.0871	134.84	73.8268	157.058	78.9405	103.965	57.4997	122.823	61.0433	102.324	55.8279	111.972	63.163	87.9516	58.0964	81.8332	67.0386	69.5208	74.5102	93.4297	77.5827	94.9062	87.3558
PTETEGNP26651	PTETEGNP37378	89.9949	3.29536	66.8036	2.43664	49.1874	3.78747	51.6898	4.2126	14.4711	3.9189	15.1294	2.96201	16.6722	4.16006	22.358	4.40037	13.4764	6.71213	14.0315	6.30806	102.933	8.63873	82.9721	7.90659	11.6279	6.48072
PTETEGNP26652	PTETEGNP37381	0.738137	0.423486	1.11246	0.633155	1.86244	0.402051	2.17519	0.555879	2.0735	1.14603	2.06578	1.13693	1.97368	0.692071	4.82053	1.12496	2.81566	0.21609	5.08471	0.736753	3.97433	0	4.58339	1.19208	3.65569	1.82002
PTETEGNP26654	PTETEGNP37382	8.37556	2.95013	8.76922	2.48563	8.93631	3.70586	8.60163	3.56591	7.08321	4.88028	5.97288	4.48174	12.1939	4.26205	11.4239	6.06916	16.4446	7.3628	16.2418	9.80772	22.0935	9.58087	17.2539	6.16619	12.6109	5.87009
PTETEGNP26656	PTETEGNP37383	0	2.69704	0	5.45455	0.069274	2.80641	0.0945752	3.96074	0.0805193	4.4229	0.116045	4.49241	0.119837	3.05215	0.0978532	5.43841	0	2.5559	0	6.70087	0	5.00364	0	6.46078	0.104612	12.3404
PTETEGNP26657	PTETEGNP37384	0.46901	0.497261	0.440782	0.48733	0.482511	0.975492	0.689391	0.712394	0.432475	0.938721	0.375389	0.986657	0.320541	0.931538	0.388059	1.29123	0.219179	1.23705	0.24603	1.60898	0.800597	1.67173	0.605651	1.48438	0.102044	1.32384
PTETEGNP26659	PTETEGNP37385	6.71406	4.02062	11.1917	6.81845	12.651	3.66392	14.3869	7.41443	17.5317	3.39211	21.0689	8.58325	5.76639	2.77027	16.9081	7.86479	0.655005	0.367942	0	0.17767	0.638216	0.0898637	0.693633	0	0.513434	0.115333
PTETEGNP26660	PTETEGNP37386	7.18346	11.0753	6.85411	15.4319	4.16723	9.78164	3.12164	8.22299	3.75283	9.18708	3.66637	9.6056	3.99764	11.3706	3.25272	9.59015	3.60834	10.4066	2.8888	9.04846	2.33669	8.45495	2.0432	5.61737	2.20956	7.59981
PTETEGNP26661	PTETEGNP37387	10.1044	2.9432	6.8153	2.63979	9.39476	2.85879	8.46151	3.62393	11.1529	3.84702	8.37813	4.24456	9.39776	3.74529	9.91541	5.92946	9.53523	4.01031	8.65272	5.10447	9.74189	4.68511	6.00967	4.33684	6.76297	3.92005
PTETEGNP26662	PTETEGNP37388	0.356627	22.4769	0.102148	26.407	0.945626	25.0138	0.353577	20.8778	1.0136	27.1075	0.722778	22.1963	1.18685	34.716	0.848421	28.3418	0.690494	37.8777	0.395628	26.6248	0.812649	31.8856	0.593679	25.2401	0.389469	25.104
PTETEGNP26663	PTETEGNP37389	2.77372	1.48305	2.65247	1.29232	4.11763	1.85227	4.58062	1.8218	4.32232	1.13621	2.52891	1.21275	4.12735	2.88289	4.11301	1.63283	5.23349	5.1772	4.54508	2.77286	5.30531	2.8124	3.34354	2.47941	3.72581	2.48329
PTETEGNP26664	PTETEGNP37390	0.488626	0.78135	0.325706	0.569898	2.13121	0.867874	1.61532	0.592148	1.74512	1.05142	1.04067	0.911037	2.87886	1.11723	1.74958	0.886941	1.94297	1.59303	2.25344	1.26435	1.77746	1.26228	1.35029	0.79124	1.37588	0.642097
PTETEGNP26666	PTETEGNP37391	19.9027	38.171	11.1431	40.5039	26.5586	82.9587	14.7653	62.0843	23.9977	87.7522	7.48293	48.9481	19.2333	44.2595	9.73354	53.1656	15.6117	27.8309	17.1889	44.1036	21.7401	51.1702	11.0526	27.3383	10.9171	27.0472
PTETEGNP26668	PTETEGNP37392	269.254	475.644	289.409	400.11	298.365	482.225	268.92	416.627	266.466	380.686	236.89	320.134	178.646	279.964	215.864	265.586	184.708	269.708	179.925	194.509	239.035	228.6	213.409	179.073	253.37	228.684
PTETEGNP28257	PTETEGNP29903	1.15443	2.2708	1.44418	2.33204	7.94275	3.73314	5.56883	6.13707	10.5137	5.20564	8.27714	8.56592	10.3095	3.39085	14.2136	8.73955	15.1607	2.33313	17.365	9.35885	18.4664	7.3981	11.4497	9.05241	12.5304	8.59883
PTETEGNP28259	PTETEGNP29902	4.30765	6.88267	4.12989	6.57981	4.0838	6.90331	3.64859	7.53067	6.65018	8.2597	5.61677	8.56344	5.69167	6.73247	5.40172	7.16454	4.34391	5.96973	3.54262	6.40745	3.96669	5.78239	3.81217	4.73701	4.68303	5.40088
PTETEGNP28261	PTETEGNP29900	66.9462	113.749	64.4359	107.356	8.28521	18.7336	8.75651	20.0751	4.21551	7.163	4.64836	7.91811	4.75983	5.8883	5.23624	7.84681	6.55248	5.4428	6.76146	6.23424	24.807	34.7525	26.7019	36.5007	6.78553	6.35517
PTETEGNP28262	PTETEGNP29899	2.75052	0.601138	1.98663	0.592219	4.05571	0.885046	2.5091	0.698512	4.19179	1.80856	3.29235	1.15594	5.17902	1.04197	4.67604	1.02706	6.21238	1.41057	3.61454	1.41673	4.81665	1.4071	3.46542	1.01455	3.49096	0.930363
PTETEGNP28263	PTETEGNP29898	1.29813	1.47092	0.94934	1.46115	7.32366	3.03334	6.0843	3.06211	8.73409	4.79515	9.58405	4.20652	8.73158	4.4794	10.77	5.11123	7.5468	7.52876	11.6881	7.27389	9.15937	5.09618	8.11973	4.05861	10.9849	2.85315
PTETEGNP28264	PTETEGNP29887	121.223	67.4545	100.098	41.7874	182.102	78.6585	158.805	73.0079	216.992	104.988	170.027	81.4301	177.686	69.0558	152.852	69.7885	208.392	84.1748	160.571	60.4881	210.182	88.2986	154.97	72.1445	158.997	64.1001
PTETEGNP28267	PTETEGNP29890	3.36664	5.98687	3.16865	7.38796	4.09138	7.27569	4.31676	9.21345	3.55771	11.8625	4.84177	12.4446	4.92484	8.63345	4.93092	10.9962	4.05731	9.40865	4.4875	8.78	4.5301	11.893	5.8125	15.2412	5.16401	8.21866
PTETEGNP28268	PTETEGNP29892	0.794261	0.535691	0.797739	0.350733	4.02624	0.552784	3.92635	0.630001	6.26185	0.939751	5.28977	0.798615	6.95996	0.680001	7.08613	0.755423	7.41377	1.08652	6.50541	1.03827	6.26403	0.465368	5.29307	0.391689	12.1125	0.675236
PTETEGNP28269	PTETEGNP29893	24.9273	12.1912	26.2321	10.9473	17.0001	5.50932	20.707	5.84747	15.8104	5.40662	20.22	6.08539	20.838	6.04277	22.0346	5.90835	21.2675	6.78219	19.0473	6.39918	16.2743	5.99707	20.593	5.81481	22.1665	4.37074
PTETEGNP28270	PTETEGNP29894	16.4871	36.6436	13.3677	31.8566	8.46603	18.7954	9.16637	20.3749	6.96522	11.5246	7.2717	15.4836	6.3196	14.6592	7.80636	16.7739	5.51185	13.1204	8.97218	17.1845	13.6551	24.2217	15.0214	22.3124	6.45875	14.7274
PTETEGNP28271	PTETEGNP29895	12.0631	9.40681	12.8049	10.7858	8.83053	15.4375	8.70792	17.7537	8.3561	13.3308	8.30274	15.1781	13.6214	17.4172	10.7155	15.6325	12.6728	16.5374	8.80201	12.7102	10.6613	12.6902	10.6713	12.7711	9.27983	10.3367
PTETEGNP28272	PTETEGNP29896	1.70474	1.03054	1.32542	0.71491	2.07777	0.948485	1.96897	0.931812	2.06961	1.17331	2.3669	1.23369	3.51177	2.51162	2.63286	2.02012	4.13585	3.91468	2.70191	2.88121	2.70636	3.32569	2.64045	2.85913	3.86689	4.44468
PTETEGNP28273	PTETEGNP29897	105.668	116.688	90.6684	104.261	144.042	146.119	128.681	126.883	182.17	180.162	134.888	132.045	153.096	183.968	130.91	112.926	182.239	217.263	159.422	131.263	186.524	175.966	128.879	112.873	129.951	110.452
PTETEGNP28274	PTETEGNP29886	5.03294	0.792421	7.09501	0.390737	8.05369	2.96438	11.3883	2.44598	16.3117	5.49106	20.2981	3.93829	16.2645	21.8636	21.864	9.0834	7.90016	88.0937	7.58784	21.4312	11.405	16.2737	12.3479	11.0117	7.94518	6.48319
PTETEGNP28275	PTETEGNP29885	0.471847	2.65702	1.11988	3.08782	1.2367	4.15864	1.84444	4.87025	1.73364	5.92807	2.20641	5.90416	1.56902	7.02523	1.74374	6.38381	0.800066	4.71945	2.94962	4.70964	1.7744	3.75037	2.68225	3.4892	1.8471	3.44823
PTETEGNP28280	PTETEGNP29882	0	116.746	0.0818373	132.435	0.0686393	168.369	0.0936935	189.553	0.159476	159.112	0	185.091	0.474998	153.118	0.0969526	155.391	0.110179	173.203	0	163.3	0.161063	135.273	0.116748	146.662	0.10363	141.117
PTETEGNP28281	PTETEGNP29881	0.0979909	0.867433	0.271517	1.43633	0.486183	3.63221	0.523262	4.34639	0.547733	4.50038	0.801972	3.14538	0.845399	4.22929	1.18812	3.1231	0.620564	3.23932	0.596639	1.62703	0.672986	2.23444	0.848329	1.85953	0.532341	2.02015
PTETEGNP28282	PTETEGNP29879	102.737	113.629	156.338	170.377	116.375	133.044	146.102	159.187	101.127	90.2995	154.83	156.896	75.991	80.5933	181.249	170.548	86.1769	77.668	238.083	169.486	137.52	89.9845	196.332	141.884	264.51	163.638
PTETEGNP28283	PTETEGNP29878	1.49222	1.10592	1.1935	1.96725	1.41024	2.09256	1.06521	1.46855	6.17162	10.3401	6.24684	11.5539	6.99586	6.91634	7.32384	9.22317	9.3326	7.42455	10.8638	13.7155	9.03911	7.71825	8.51554	4.39793	12.6428	9.0875
PTETEGNP28284	PTETEGNP29876	1.3056	0.357027	0.855808	1.28489	1.8198	0.552934	2.0294	0.772021	0	0.657529	3.82461	4.78343	2.77918	0.759222	0.957097	2.94242	0	0	0.761307	2.30017	1.8329	3.06359	0	0	0.988745	4.61672
PTETEGNP28285	PTETEGNP29875	0.380317	0.429254	0.36538	0.407134	0.453051	2.64614	0.582415	3.35873	15.6843	57.1969	24.984	87.2091	25.4442	62.3878	38.2249	96.7143	21.0368	28.0453	25.3779	37.733	7.77726	13.7516	13.1981	20.3482	22.8735	24.9847
PTETEGNP28286	PTETEGNP29874	0.567484	0.642706	0.268652	0.804024	1.2727	0.955004	1.13413	1.26388	2.22458	1.97621	2.10421	1.16849	2.21151	1.04515	1.68932	1.89545	2.68983	1.41155	1.19333	0.902209	2.25055	1.92027	0.862213	1.85781	0.783986	1.21601
PTETEGNP28287	PTETEGNP29873	46.4689	1.10617	40.6262	2.68859	36.5472	5.13408	35.0523	3.22191	30.7502	5.16027	27.3189	4.00248	27.7775	8.35083	33.1707	6.89437	32.0784	6.71048	36.1197	4.21431	33.0005	12.9448	28.8338	12.6974	38.2572	2.40377
PTETEGNP28288	PTETEGNP29871	13.3621	30.2377	10.6788	28.1802	10.9367	28.4851	9.57252	30.5655	11.7762	34.5559	9.60538	34.0266	11.5796	35.4594	9.81566	27.5071	10.9835	29.6116	10.7064	24.1659	10.1388	21.7667	8.68781	19.9282	8.6556	20.9211
PTETEGNP28289	PTETEGNP29870	11.2623	27.9147	8.86252	28.2413	11.6923	42.6131	9.04832	39.4408	12.0917	38.6351	9.76124	34.0601	11.8927	57.6324	11.2607	36.9126	14.6777	56.795	13.5674	33.2879	14.6248	38.6407	9.95978	32.5426	10.4117	34.1069
PTETEGNP28290	PTETEGNP29869	0	7.40579	0	7.01482	0	4.90618	0	5.30482	0	8.41463	0	9.199	0	4.35417	0	5.42936	0	2.33462	0	2.70888	0	3.97557	0	3.90358	0	2.67471
PTETEGNP28292	PTETEGNP29868	3.35097	14.8583	1.90002	10.9462	2.97233	15.3142	2.41622	16.2087	3.82152	15.7624	3.25672	17.4076	5.35244	18.6813	3.90123	15.1202	5.00102	18.0212	3.30417	14.6976	4.73721	16.0171	3.49033	16.0918	3.13749	13.8482
PTETEGNP28293	PTETEGNP29867	0.279753	3.38138	0	5.0672	0.485407	14.022	0.864996	16.5765	0.552802	18.7042	0.455544	21.5325	0.235363	27.4231	0.355325	54.0721	1.15702	46.0203	0.879395	84.6843	0	41.7148	0.912349	55.8527	0.821495	71.6553
PTETEGNP28294	PTETEGNP29866	0.316529	0.556425	0	0.688247	0.31189	0.504715	0.301262	0.558387	0.0972007	0.815689	0	1.22598	0.309389	0.545851	0.125747	1.07831	0.498647	0.830928	0.0538706	1.19687	0.300796	0.779398	0	0.951615	0.334211	1.11056
PTETEGNP28297	PTETEGNP29862	0.137285	0.0870623	0.517907	0.199817	0.701434	0.756337	0.728941	0.460885	0.271189	0.79151	1.06216	0.282658	0.346807	0.435199	0.377391	1.0665	0.0536046	0.135003	0.314529	0.193811	0.0783094	0.198447	0.0566991	0.144912	0.302525	0.126915
PTETEGNP28299	PTETEGNP29859	4.2793	5.4686	3.22256	3.41055	3.19452	4.21908	3.0176	4.08457	3.83737	4.20455	4.35574	3.83358	4.92259	5.00513	3.78929	3.27379	3.94114	5.09719	2.15157	2.69	3.0572	4.59145	2.87733	4.15187	3.64729	4.96475
PTETEGNP28300	PTETEGNP29858	21.1365	24.664	14.5532	17.1771	24.6442	38.2291	20.9813	32.4169	33.8316	44.4357	28.0136	36.94	34.6568	34.7817	27.686	36.3417	16.174	18.4008	12.5151	14.9218	13.0809	16.3408	9.66502	14.6923	10.1649	15.5119
PTETEGNP28302	PTETEGNP29838	8.07872	17.288	6.11049	11.5856	11.8302	24.5991	10.2039	20.6538	10.6012	16.7524	8.33748	12.7629	8.50504	16.6925	9.05072	14.1393	5.35843	10.7373	4.67019	7.50229	6.36098	14.6282	4.98113	10.6149	5.55023	8.0048
PTETEGNP28303	PTETEGNP29839	2.53238	0.279765	3.39683	0.417819	3.97888	1.2326	4.44605	1.24668	5.00847	0.832046	6.27929	0.993232	5.89502	1.70059	6.53387	1.04845	7.1774	1.85242	9.92046	1.93406	6.38456	1.36238	7.49798	1.12946	9.21653	0.864862
PTETEGNP28304	PTETEGNP29840	0.97334	0.685244	0.818314	0.430342	1.73437	1.26005	1.72898	0.973875	2.59979	2.10081	1.96922	1.19449	1.34675	1.79669	2.12557	0.889073	1.82461	2.51838	1.5982	1.79455	2.28541	1.71568	1.44024	1.419	1.64386	1.6204
PTETEGNP28305	PTETEGNP29841	16.1442	28.3616	15.7915	24.2705	9.86465	20.8155	8.26509	19.8841	8.9509	21.0454	9.20283	17.6172	7.33929	14.8997	9.80037	14.6917	7.62901	11.4638	8.85363	10.1753	10.0298	12.6648	10.1756	11.3345	6.47001	11.8832
PTETEGNP28306	PTETEGNP29842	6.49422	25.9022	4.8626	26.7888	8.9567	37.8915	6.14046	33.6596	10.4292	34.8427	9.10897	34.4163	11.4193	31.9498	12.3324	44.8347	12.9335	37.7757	17.815	48.6704	17.0058	45.5843	12.0409	45.7816	16.9332	47.0592
PTETEGNP28307	PTETEGNP29843	0.975815	1.12948	0.900456	0.737417	4.79408	10.382	4.48628	8.12962	3.26247	10.0934	2.86575	8.2468	2.12288	9.07684	2.48919	10.8083	0.226412	0.130682	0.759215	0.306657	0.675747	0.258916	0.786618	0.0993376	0.452714	0.152433
PTETEGNP28308	PTETEGNP29845	4.16571	1.26786	4.53822	1.0678	4.95807	1.73047	5.22067	1.78252	9.7756	2.04484	11.6888	2.3712	12.0668	2.50689	11.482	2.05966	14.1472	2.93389	14.9567	2.09652	13.535	2.54529	11.9488	2.48334	10.3453	2.14846
PTETEGNP28309	PTETEGNP29846	3.40153	12.1244	2.1821	9.93799	4.99831	15.2468	4.58257	12.6203	6.70728	15.4816	5.95714	12.5871	5.8307	13.2337	6.75514	14.172	8.62717	16.998	7.49678	17.8334	9.07671	28.2502	9.05895	19.6067	5.91919	11.3947
PTETEGNP28310	PTETEGNP29847	4.55565	8.02466	3.54584	6.24799	8.08393	11.7464	6.33767	12.3099	6.76048	14.5705	7.33012	13.8638	8.77494	12.9285	8.60973	11.119	8.84543	8.23359	10.0902	6.04322	8.9626	6.59127	8.84513	6.96815	6.23949	6.16185
PTETEGNP28311	PTETEGNP29848	3.251	6.71913	3.39821	5.09244	5.03959	9.66074	4.19259	9.74391	4.84919	8.79191	4.72844	7.99908	2.51014	5.61367	4.64909	7.01047	3.11404	5.3584	4.19573	5.61278	3.65578	4.46489	3.99546	3.88818	4.8736	4.46585
PTETEGNP28312	PTETEGNP29850	0.0370666	0.256315	0.0666378	0.0944497	0.185379	0.433582	0.0495878	0.316467	0.206449	0.593179	0.303847	0.387843	0.387551	1.06421	0.182743	0.249813	0.14754	0.878558	0.0694386	0.196571	0.0637411	0.542415	0	0.603761	0	0.556205
PTETEGNP28314	PTETEGNP29851	0.142567	0.935564	0.247767	0.879625	0.831288	1.19849	1.41863	1.14298	0.805193	1.58856	0.696272	1.29907	0.599185	1.62179	0.978532	1.454	0.444839	1.23173	0.731721	1.66842	0.406462	2.84309	1.06089	2.43966	0.732285	2.41551
PTETEGNP28315	PTETEGNP29853	0.138759	4.93054	0.108888	6.88777	0.819881	7.21756	0.616217	6.835	0.882067	5.69447	0.755826	5.77814	0.711548	5.00266	1.09276	7.30998	3.71461	7.60311	2.14519	10.289	2.43175	8.88169	1.36153	6.51314	1.43541	3.61937
PTETEGNP28317	PTETEGNP29854	6.63896	2.23591	6.68596	1.14932	1.56069	0.801857	0.996122	0.290199	0.739389	0.429093	0.718653	0.445051	1.0538	0.185355	1.28457	0.226419	2.14822	0.770365	1.10235	0.0639405	3.21686	0.996359	2.65723	0.358038	1.04009	0.160833
PTETEGNP28318	PTETEGNP29855	13.8901	16.2761	13.623	13.0894	13.9726	21.7996	16.5624	18.2154	25.0713	32.0237	24.8387	25.1066	15.8228	23.9012	17.2701	22.2219	0.694779	0.778219	0.898191	0.788828	0.985354	1.44347	0.973721	0.709161	0.476695	0.657211
PTETEGNP28320	PTETEGNP29837	0.706648	0.20365	0.832887	0.228551	1.25066	0.313221	1.27991	0.345352	1.18706	0.543767	1.09096	0.356336	2.01065	0.308636	1.36933	0.210873	1.94498	0.216591	1.15185	0.188203	1.1284	0.342609	1.1575	0.239885	1.0296	0.363204
PTETEGNP28321	PTETEGNP29835	3.85737	7.83606	3.03464	7.52621	3.78739	7.90281	3.98613	10.2987	4.71867	8.1369	5.0625	10.9248	4.31842	8.45221	6.42344	10.277	3.9827	6.33775	4.4352	7.09133	4.62428	8.01021	5.06335	11.0641	6.23741	8.92772
PTETEGNP28323	PTETEGNP29833	0.9119	0.408067	0.753881	0.291435	1.12865	0.48789	1.12799	0.429165	1.07112	0.493191	1.1172	0.423323	1.60757	0.518706	1.20645	0.3324	1.61964	0.505982	1.23997	0.400822	1.6905	0.702998	1.43852	0.449115	1.68371	0.559646
PTETEGNP28324	PTETEGNP29832	2.5783	3.08444	2.49854	2.6965	1.79031	1.66273	1.21098	1.68268	3.22378	1.58301	2.19389	1.79615	5.17468	3.74367	4.82125	3.65564	6.9848	3.39003	7.21164	3.53677	4.82799	3.88428	4.25048	2.42093	11.4551	6.56748
PTETEGNP28328	PTETEGNP29830	0.603027	3.37069	0.422021	2.32745	0.765993	4.03014	1.04167	3.19186	1.62916	6.45534	0.885025	4.59231	1.42906	6.90045	1.16489	4.92631	1.13322	8.04315	0.560137	6.60443	2.2021	9.78182	1.09134	6.95522	0.79895	6.78496
PTETEGNP28331	PTETEGNP29829	0.399403	0.617851	0.387303	1.80628	0.920496	1.50875	0.900802	2.10097	0.891267	1.53662	0.899701	2.02369	0.779475	0.923647	0.981494	1.26007	1.03071	1.06907	0.924514	2.06868	1.45848	1.09352	0.847314	1.04585	0.629533	1.66563
PTETEGNP28369	PTETEGNP31298	5.37442	0.109384	3.64852	0.0527027	3.52197	0.571401	3.18863	0.439504	6.13553	0.729684	5.60569	0.323076	5.84989	0.689883	3.97361	0.618598	5.30559	0.925843	3.32361	0.567909	4.66091	0.891093	3.07008	0.508796	3.97291	1.00837
PTETEGNP28373	PTETEGNP31292	7.03004	2.75427	5.76549	2.44909	5.18334	2.55703	4.79668	2.30628	4.85301	3.29017	4.56403	2.94124	5.36042	4.48333	4.85821	3.57321	4.63932	4.44465	5.06071	4.26444	7.6187	4.74213	6.11127	3.53576	4.52387	4.18857
PTETEGNP28374	PTETEGNP31291	1.98568	0.852693	2.71325	0.814012	3.7678	1.2018	5.68357	1.74632	5.46921	2.12316	7.19133	1.85468	7.19765	2.48858	9.85652	2.35449	7.59148	4.43506	10.9707	2.97106	7.66176	3.39192	10.7552	3.33328	12.9773	5.55712
